Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,,
2015-05-29,1002.4702758789062,1305.1500244140625,1324.300048828125,1298.625,1308.5,4423532
2015-06-01,1005.3313598632812,1308.875,1323.550048828125,1304.175048828125,1304.7249755859375,882264
2015-06-02,998.4761962890625,1299.949951171875,1315.0,1295.25,1308.0,3935820
2015-06-03,1002.70068359375,1305.449951171875,1312.800048828125,1295.25,1302.0,1804684
2015-06-04,1000.6844482421875,1302.824951171875,1311.4000244140625,1294.25,1308.550048828125,4131468
2015-06-05,998.4362182617188,1287.925048828125,1304.5,1285.0,1296.0,2308534
2015-06-08,999.0565185546875,1288.7249755859375,1295.0,1280.824951171875,1295.0,1570320
2015-06-09,992.9319458007812,1280.824951171875,1295.0,1275.5,1292.5,2578914
2015-06-10,1008.0879516601562,1300.375,1305.0,1281.9000244140625,1283.0,2763350
2015-06-11,996.6725463867188,1285.6500244140625,1306.5,1278.375,1302.75,1847336
2015-06-12,971.2835693359375,1252.9000244140625,1294.4749755859375,1238.4000244140625,1285.949951171875,2571456
2015-06-15,970.8963012695312,1252.4000244140625,1260.2249755859375,1240.5,1252.6500244140625,2525176
2015-06-16,973.68701171875,1256.0,1259.6500244140625,1247.2249755859375,1250.0,1267396
2015-06-17,974.3845825195312,1256.9000244140625,1264.574951171875,1250.9000244140625,1260.5,1975720
2015-06-18,980.6832275390625,1265.0250244140625,1273.1500244140625,1254.0,1257.5,2165046
2015-06-19,988.241943359375,1274.7750244140625,1277.5,1263.550048828125,1267.5,1999610
2015-06-22,1004.5021362304688,1295.75,1300.0,1273.5,1273.5,1102002
2015-06-23,997.9517822265625,1287.300048828125,1304.0,1283.5999755859375,1300.0,898318
2015-06-24,996.2850952148438,1285.1500244140625,1293.949951171875,1279.425048828125,1290.0,1170246
2015-06-25,988.4163208007812,1275.0,1286.5,1272.074951171875,1281.0,1930992
2015-06-26,1005.0060424804688,1296.4000244140625,1298.175048828125,1275.0999755859375,1275.0999755859375,1290102
2015-06-29,1005.0449829101562,1296.449951171875,1302.0,1271.699951171875,1286.0,1372756
2015-06-30,988.7843017578125,1275.4749755859375,1294.375,1270.0,1292.5,1549952
2015-07-01,1005.122802734375,1296.550048828125,1304.0,1278.375,1281.949951171875,1279708
2015-07-02,999.1725463867188,1288.875,1301.4749755859375,1285.5250244140625,1300.0,1445880
2015-07-03,1009.3084106445312,1301.949951171875,1305.0,1285.0,1286.5250244140625,963470
2015-07-06,1020.7044677734375,1316.6500244140625,1322.5,1290.1500244140625,1290.1500244140625,1182338
2015-07-07,1014.095458984375,1308.125,1323.449951171875,1301.5,1316.375,1642836
2015-07-08,1005.8978881835938,1297.550048828125,1310.8499755859375,1290.25,1298.9749755859375,2667850
2015-07-09,977.7567749023438,1261.25,1299.125,1253.324951171875,1297.5,3934122
2015-07-10,959.093505859375,1237.175048828125,1279.5,1227.5,1279.5,8263654
2015-07-13,972.7374267578125,1254.7750244140625,1259.300048828125,1237.699951171875,1237.699951171875,2280308
2015-07-14,968.8421630859375,1249.75,1257.5,1245.0,1255.5,1703274
2015-07-15,986.7689208984375,1272.875,1274.9749755859375,1250.0,1250.5,2003660
2015-07-16,984.6177978515625,1270.0999755859375,1279.425048828125,1263.300048828125,1271.8499755859375,1456608
2015-07-17,993.9979248046875,1282.199951171875,1285.050048828125,1271.6500244140625,1273.4000244140625,1070526
2015-07-20,1001.8637084960938,1289.574951171875,1291.949951171875,1275.949951171875,1282.0,853786
2015-07-21,994.968994140625,1280.699951171875,1300.175048828125,1277.550048828125,1288.0,1274500
2015-07-22,982.0143432617188,1264.0250244140625,1284.5,1260.5250244140625,1280.5,1320628
2015-07-23,966.6902465820312,1244.300048828125,1268.925048828125,1241.5,1258.75,1496780
2015-07-24,973.1185913085938,1252.574951171875,1258.25,1246.050048828125,1248.75,1574972
2015-07-27,969.9718627929688,1248.5250244140625,1252.5,1240.574951171875,1244.0,2003738
2015-07-28,971.91455078125,1251.0250244140625,1259.5,1246.074951171875,1249.75,1891188
2015-07-29,973.7403564453125,1253.375,1257.5250244140625,1241.75,1255.5,2413318
2015-07-30,963.6018676757812,1240.324951171875,1258.4000244140625,1236.4000244140625,1258.0250244140625,2770574
2015-07-31,975.2941284179688,1255.375,1259.5,1243.5,1244.949951171875,1963776
2015-08-03,974.847412109375,1254.800048828125,1262.5,1250.449951171875,1251.699951171875,1179324
2015-08-04,974.5755004882812,1254.449951171875,1261.5,1243.0,1255.199951171875,2342692
2015-08-05,989.4336547851562,1273.574951171875,1275.0,1255.5,1260.0,988994
2015-08-06,999.59130859375,1286.6500244140625,1291.5,1275.050048828125,1282.5,2211366
2015-08-07,991.3372192382812,1276.0250244140625,1286.5,1273.5,1286.5,1188506
2015-08-10,999.1253051757812,1286.050048828125,1294.5,1278.300048828125,1286.0,1431182
2015-08-11,1011.594482421875,1302.0999755859375,1305.0,1271.050048828125,1289.0,2200306
2015-08-12,1037.814453125,1335.8499755859375,1345.699951171875,1301.0,1301.550048828125,3479784
2015-08-13,1023.7914428710938,1317.800048828125,1342.0,1278.0,1335.0,1406426
2015-08-14,1050.0504150390625,1351.5999755859375,1359.675048828125,1318.550048828125,1319.0,2293964
2015-08-17,1042.8837890625,1342.375,1348.4000244140625,1327.5,1345.050048828125,773644
2015-08-18,1064.69482421875,1370.449951171875,1374.949951171875,1345.0,1353.449951171875,1916926
2015-08-19,1061.8599853515625,1366.800048828125,1376.425048828125,1360.949951171875,1375.0,1690070
2015-08-20,1043.699951171875,1343.425048828125,1372.5,1336.0,1372.5,2349298
2015-08-21,1039.54345703125,1338.074951171875,1364.949951171875,1327.550048828125,1356.0,3536080
2015-08-24,1001.6693725585938,1289.324951171875,1322.5,1284.550048828125,1319.5,4692344
2015-08-25,997.20263671875,1283.574951171875,1311.0,1267.75,1293.949951171875,3925800
2015-08-26,1000.9319458007812,1288.375,1319.5,1255.9749755859375,1279.0250244140625,3216158
2015-08-27,1000.115966796875,1287.324951171875,1307.449951171875,1272.9000244140625,1307.449951171875,5264798
2015-08-28,998.6397094726562,1285.425048828125,1304.5,1278.8499755859375,1304.5,2744152
2015-08-31,995.9984741210938,1282.0250244140625,1295.0,1265.5250244140625,1295.0,3692044
2015-09-01,985.6461791992188,1268.699951171875,1305.5999755859375,1265.0,1278.0,2987602
2015-09-02,1006.7779541015625,1295.9000244140625,1310.2249755859375,1274.0,1279.8499755859375,3765950
2015-09-03,1012.1383666992188,1302.800048828125,1307.5,1288.125,1298.050048828125,2265074
2015-09-04,989.5498657226562,1273.7249755859375,1307.449951171875,1269.574951171875,1305.699951171875,2426396
2015-09-07,986.5592651367188,1269.875,1279.9749755859375,1266.3499755859375,1276.5,1759184
2015-09-08,986.7730102539062,1270.1500244140625,1282.050048828125,1261.75,1272.5,1787746
2015-09-09,990.4435424804688,1274.875,1287.0,1272.0,1281.4749755859375,2045076
2015-09-10,988.7539672851562,1272.699951171875,1289.25,1263.5,1271.0,2665818
2015-09-11,991.3173828125,1276.0,1284.199951171875,1270.300048828125,1273.25,1592672
2015-09-14,991.1813354492188,1275.824951171875,1282.5,1271.5,1282.5,1589318
2015-09-15,985.5879516601562,1268.625,1279.449951171875,1268.0,1275.824951171875,1379900
2015-09-16,990.6768188476562,1275.175048828125,1282.5,1270.5250244140625,1277.5,1756816
2015-09-18,991.0262451171875,1275.625,1293.0,1269.5,1282.5,2455294
2015-09-21,990.9486083984375,1275.5250244140625,1278.550048828125,1266.5999755859375,1275.0,1108840
2015-09-22,981.5286865234375,1263.4000244140625,1286.199951171875,1245.0,1278.75,2081246
2015-09-23,983.8012084960938,1266.324951171875,1278.875,1256.300048828125,1267.1500244140625,1228352
2015-09-24,1002.3497924804688,1290.199951171875,1295.0,1264.949951171875,1267.75,2354254
2015-09-28,1007.5158081054688,1296.8499755859375,1309.5,1289.75,1297.0,2366812
2015-09-29,1005.3988037109375,1294.125,1317.0,1284.925048828125,1291.675048828125,3325952
2015-09-30,1005.3212890625,1294.0250244140625,1321.8499755859375,1285.4749755859375,1321.8499755859375,3368336
2015-10-01,1027.2880859375,1322.300048828125,1324.9749755859375,1296.0999755859375,1299.5,2834408
2015-10-05,1053.3330078125,1355.824951171875,1385.0,1326.3499755859375,1326.3499755859375,4807306
2015-10-06,1048.807861328125,1350.0,1363.0,1342.0,1362.5,3979590
2015-10-07,1030.919921875,1326.9749755859375,1358.5,1323.4749755859375,1346.9749755859375,2065530
2015-10-08,1023.0924682617188,1316.9000244140625,1339.175048828125,1310.0,1335.0,2357550
2015-10-09,1021.4805297851562,1314.824951171875,1325.300048828125,1304.0,1325.25,2249724
2015-10-12,1007.0885009765625,1296.300048828125,1330.175048828125,1293.5,1327.5,2455912
2015-10-13,1009.3997802734375,1299.2750244140625,1306.0,1283.800048828125,1301.4000244140625,6179712
2015-10-14,964.7868041992188,1241.8499755859375,1274.0,1240.0,1274.0,8337128
2015-10-15,958.5908813476562,1233.875,1251.75,1232.5,1245.0,3215710
2015-10-16,960.2418823242188,1236.0,1246.0,1235.0,1240.449951171875,2333828
2015-10-19,966.7479858398438,1244.375,1247.4749755859375,1227.925048828125,1245.0,3130642
2015-10-20,981.50927734375,1263.375,1265.0,1247.800048828125,1248.125,2695084
2015-10-21,982.771728515625,1265.0,1271.0,1261.125,1267.5,1929688
2015-10-23,987.6964111328125,1268.574951171875,1274.0,1263.6500244140625,1274.0,2335398
2015-10-26,987.4627685546875,1268.2750244140625,1274.5,1257.550048828125,1274.5,1414630
2015-10-27,985.3407592773438,1265.550048828125,1272.449951171875,1260.175048828125,1265.0250244140625,1530420
2015-10-28,984.5625,1264.550048828125,1266.7750244140625,1255.0250244140625,1255.0250244140625,1255342
2015-10-29,971.423828125,1247.675048828125,1267.699951171875,1245.0250244140625,1266.7750244140625,3130316
2015-10-30,971.3654174804688,1247.5999755859375,1255.949951171875,1242.5,1250.0,1516696
2015-11-02,979.98828125,1258.675048828125,1261.4000244140625,1243.7750244140625,1250.0,1319294
2015-11-03,990.1484985351562,1271.7249755859375,1273.9000244140625,1259.25,1264.0,1364906
2015-11-04,986.3920288085938,1266.9000244140625,1273.5999755859375,1260.0,1272.5,991434
2015-11-05,966.4794921875,1241.324951171875,1267.4749755859375,1240.0,1265.4000244140625,1596098
2015-11-06,975.4724731445312,1252.875,1259.125,1241.7249755859375,1246.0,908024
2015-11-09,962.080810546875,1235.675048828125,1251.375,1234.300048828125,1247.5,2021556
2015-11-10,956.942138671875,1229.074951171875,1238.5,1225.0,1236.4749755859375,1361920
2015-11-13,933.29248046875,1198.699951171875,1219.0250244140625,1193.2750244140625,1219.0250244140625,2743232
2015-11-16,924.4166259765625,1187.300048828125,1195.0,1178.0,1195.0,2043528
2015-11-17,930.6256713867188,1195.2750244140625,1199.2249755859375,1187.5,1190.25,1985028
2015-11-18,915.4046630859375,1175.7249755859375,1194.449951171875,1173.0,1194.449951171875,1520352
2015-11-19,919.725341796875,1181.2750244140625,1190.800048828125,1176.0,1182.675048828125,1866906
2015-11-20,933.66259765625,1199.175048828125,1211.7750244140625,1180.9749755859375,1183.25,2012126
2015-11-23,930.8206176757812,1195.5250244140625,1206.699951171875,1191.125,1202.6500244140625,1088082
2015-11-24,921.8280639648438,1183.9749755859375,1196.2249755859375,1182.75,1190.0250244140625,998640
2015-11-26,913.107666015625,1172.7750244140625,1191.199951171875,1168.925048828125,1188.949951171875,2915292
2015-11-27,916.1444091796875,1176.675048828125,1179.7249755859375,1166.25,1174.0,1737206
2015-11-30,924.0079956054688,1186.7750244140625,1195.625,1175.074951171875,1182.5,4100048
2015-12-01,919.47265625,1180.949951171875,1189.0250244140625,1178.5250244140625,1181.449951171875,1721994
2015-12-02,920.75732421875,1182.5999755859375,1189.050048828125,1173.25,1189.0,1640296
2015-12-03,915.1317138671875,1175.375,1186.5,1173.5,1180.0,2283358
2015-12-04,906.4312744140625,1164.199951171875,1173.6500244140625,1160.550048828125,1170.0,1246092
2015-12-07,903.0831909179688,1159.9000244140625,1171.949951171875,1157.625,1166.0999755859375,1382604
2015-12-08,906.6649169921875,1164.5,1174.5,1158.6500244140625,1159.699951171875,1139964
2015-12-09,921.7111206054688,1183.824951171875,1186.4000244140625,1160.0,1168.949951171875,5282806
2015-12-10,928.290283203125,1192.2750244140625,1195.5999755859375,1176.0,1184.5,1723988
2015-12-11,928.8546142578125,1193.0,1195.9749755859375,1181.625,1191.5,1652378
2015-12-14,925.915283203125,1189.2249755859375,1193.5,1165.300048828125,1167.5999755859375,2718532
2015-12-15,924.9033813476562,1187.925048828125,1192.5,1181.5250244140625,1189.2249755859375,1135868
2015-12-16,937.5748901367188,1204.199951171875,1207.25,1192.0,1192.0,1435934
2015-12-17,949.7791748046875,1219.875,1222.5,1196.675048828125,1207.5,1618844
2015-12-18,940.844970703125,1208.4000244140625,1217.0999755859375,1200.324951171875,1210.0,3024970
2015-12-21,952.3680419921875,1223.199951171875,1225.0,1203.425048828125,1209.9749755859375,1610104
2015-12-22,936.2706909179688,1202.5250244140625,1220.0,1200.0,1220.0,1560858
2015-12-23,944.3483276367188,1212.9000244140625,1217.5,1205.2750244140625,1207.5,849834
2015-12-24,947.6382446289062,1217.125,1219.0999755859375,1202.0,1210.5,843160
2015-12-28,958.7130126953125,1231.3499755859375,1233.199951171875,1210.0999755859375,1214.0,3704198
2015-12-29,956.0271606445312,1227.9000244140625,1232.6500244140625,1222.875,1229.175048828125,1708524
2015-12-30,941.4287719726562,1209.1500244140625,1229.5,1206.1500244140625,1226.5250244140625,1605762
2015-12-31,948.650146484375,1218.425048828125,1224.25,1203.75,1207.875,1240318
2016-01-01,940.6889038085938,1208.199951171875,1219.5,1206.125,1219.5,712262
2016-01-04,922.4700317382812,1184.800048828125,1207.0,1183.0250244140625,1205.074951171875,1870184
2016-01-05,914.43115234375,1174.4749755859375,1193.300048828125,1170.5,1192.5,2678020
2016-01-06,927.1417236328125,1190.800048828125,1193.074951171875,1175.0999755859375,1175.0999755859375,2653228
2016-01-07,923.1126708984375,1185.625,1191.449951171875,1180.0,1185.0,3199580
2016-01-08,933.3701171875,1198.800048828125,1203.675048828125,1186.25,1192.5,1907544
2016-01-11,919.647705078125,1181.175048828125,1192.0,1174.425048828125,1191.25,2930228
2016-01-12,905.9057006835938,1163.5250244140625,1182.5,1150.800048828125,1181.3499755859375,3482594
2016-01-13,887.27783203125,1139.5999755859375,1163.5,1127.550048828125,1158.5,4746092
2016-01-14,887.1224365234375,1139.4000244140625,1149.449951171875,1125.0,1136.5,2742052
2016-01-15,880.231689453125,1130.550048828125,1145.8499755859375,1127.5,1144.425048828125,3269408
2016-01-18,886.6746826171875,1138.824951171875,1145.949951171875,1130.0,1131.0,2213922
2016-01-19,887.3170166015625,1139.6500244140625,1150.0,1134.1500244140625,1138.5,967910
2016-01-20,887.6282958984375,1140.050048828125,1142.5,1121.5,1136.9000244140625,1615954
2016-01-21,879.7843017578125,1127.25,1144.949951171875,1122.875,1142.5,2675536
2016-01-22,895.8820190429688,1147.875,1151.0250244140625,1130.0,1136.5,1343178
2016-01-25,899.3548583984375,1152.324951171875,1169.5,1145.75,1150.949951171875,1397560
2016-01-27,905.2476806640625,1159.875,1164.9749755859375,1140.949951171875,1151.0,1626986
2016-01-28,909.7158203125,1165.5999755859375,1174.449951171875,1154.0250244140625,1157.75,3106660
2016-01-29,933.168701171875,1195.6500244140625,1200.0,1167.5250244140625,1179.3499755859375,2235744
2016-02-01,937.6173095703125,1201.3499755859375,1206.4749755859375,1179.5,1195.550048828125,1495274
2016-02-02,935.822265625,1199.050048828125,1216.5,1189.8499755859375,1204.5,1475588
2016-02-03,942.9246826171875,1208.1500244140625,1214.949951171875,1180.1500244140625,1193.75,1308692
2016-02-04,944.3881225585938,1210.0250244140625,1220.0,1201.0,1210.949951171875,1250046
2016-02-05,945.1293334960938,1210.9749755859375,1219.9749755859375,1204.050048828125,1204.050048828125,1402996
2016-02-08,922.105224609375,1181.4749755859375,1206.0250244140625,1173.5,1200.0,1063658
2016-02-09,890.281982421875,1140.699951171875,1166.800048828125,1127.800048828125,1166.800048828125,2489610
2016-02-10,885.3649291992188,1134.4000244140625,1144.949951171875,1129.050048828125,1137.5,1890732
2016-02-11,857.716796875,1098.9749755859375,1144.5,1085.824951171875,1140.0,1962408
2016-02-12,868.897216796875,1113.300048828125,1121.699951171875,1082.0,1100.0,2172568
2016-02-15,885.5013427734375,1134.574951171875,1153.425048828125,1120.0,1125.0,2479712
2016-02-16,884.0966796875,1132.7750244140625,1141.0,1121.5,1133.0,1588702
2016-02-17,887.9990234375,1137.7750244140625,1139.824951171875,1123.199951171875,1132.5,1585178
2016-02-18,903.7255859375,1157.925048828125,1159.875,1139.0,1142.5,1529140
2016-02-19,905.2083129882812,1159.824951171875,1163.5,1152.7249755859375,1153.675048828125,879012
2016-02-22,903.7449951171875,1157.949951171875,1171.5,1152.5,1160.125,1324884
2016-02-23,883.4918823242188,1132.0,1159.949951171875,1128.375,1155.125,1306852
2016-02-24,862.7901000976562,1105.4749755859375,1131.2249755859375,1100.5999755859375,1131.2249755859375,1659328
2016-02-25,863.5315551757812,1106.425048828125,1114.0,1092.824951171875,1109.9000244140625,1830556
2016-02-26,862.614501953125,1105.25,1128.449951171875,1099.800048828125,1114.8499755859375,1537536
2016-02-29,849.46337890625,1088.4000244140625,1118.5,1057.5,1118.5,2191718
2016-03-01,888.4281616210938,1138.324951171875,1142.550048828125,1081.0,1096.5,1999760
2016-03-02,904.8966064453125,1159.425048828125,1165.0,1128.125,1152.5,1527486
2016-03-03,926.0858764648438,1186.574951171875,1195.5,1150.5,1168.0,2648284
2016-03-04,919.998291015625,1178.7750244140625,1190.0,1174.7750244140625,1190.0,1512966
2016-03-08,918.7303466796875,1177.1500244140625,1183.5,1152.0999755859375,1171.050048828125,1268152
2016-03-09,919.88134765625,1178.625,1184.699951171875,1147.574951171875,1170.5,2017784
2016-03-10,916.3887939453125,1174.1500244140625,1179.925048828125,1157.4749755859375,1178.0250244140625,1661666
2016-03-11,923.0032348632812,1182.625,1195.425048828125,1167.5,1170.0,1530528
2016-03-14,919.0029907226562,1177.5,1199.0,1170.0,1181.0,1636742
2016-03-15,909.2083129882812,1164.949951171875,1181.75,1160.050048828125,1174.5250244140625,1623356
2016-03-16,908.096435546875,1163.5250244140625,1166.0,1153.449951171875,1157.5,1918246
2016-03-17,917.8524780273438,1176.0250244140625,1180.9000244140625,1166.0,1167.0,2221088
